# From state ; class name or eot ; to state
START ; eot ; eot
GLmEastAsian ; CB ; CB
GLmEastAsian ; AP ; AP
GLmEastAsian ; GL_EastAsian ; GL_EastAsian
GLmEastAsian ; RI ; RI
GLmEastAsian ; EM ; ID_EastAsian
GLmEastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
GLmEastAsian ; SAmMnmMc ; CM
GLmEastAsian ; SA_Mn|SA_Mc ; GLmEastAsian
ZWJ ; eot ; eot
ZWJ ; CM ; CM
ZWJ ; BAmEastAsian ; BAmEastAsian
ZWJ ; LF ; eot
ZWJ ; BK|NL ; eot
ZWJ ; CR ; CR
ZWJ ; SP ; SP
ZWJ ; EXmEastAsian ; EXmEastAsian
ZWJ ; QUmPimPf ; QUmPimPf
ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
ZWJ ; PRmEastAsian ; PRmEastAsian
ZWJ ; POmEastAsian ; POmEastAsian
ZWJ ; OPmEastAsian ; OPmEastAsian
ZWJ ; CP ; CP
ZWJ ; IS ; IS
ZWJ ; HY ; CM HY
ZWJ ; SY ; SY
ZWJ ; NU ; NU
ZWJ ; CLmEastAsian ; CLmEastAsian
ZWJ ; GLmEastAsian ; GLmEastAsian
ZWJ ; QU_Pi ; QUmPimPf
ZWJ ; BB ; BB
ZWJ ; QU_Pf ; QUmPimPf
ZWJ ; HH ; BAmEastAsian
ZWJ ; HL ; HL
ZWJ ; JL ; JL
ZWJ ; JV ; JV
ZWJ ; JT ; JT
ZWJ ; NSmEastAsian ; EXmEastAsian
ZWJ ; AK ; AK
ZWJ ; VI ; EXmEastAsian
ZWJ ; AS ; AK
ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
ZWJ ; VF ; EXmEastAsian
ZWJ ; ZW ; ZW
ZWJ ; ZWJ ; ZWJ
ZWJ ; B2 ; B2
ZWJ ; INmEastAsian ; EXmEastAsian
ZWJ ; WJ ; WJ
ZWJ ; PR_EastAsian ; PR_EastAsian
ZWJ ; ID_EastAsian ; ID_EastAsian
ZWJ ; OP_EastAsian ; OP_EastAsian
ZWJ ; CL_EastAsian ; CL_EastAsian
ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
ZWJ ; AL_DottedCircle ; AL_DottedCircle
ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
ZWJ ; EB_EastAsian ; EB_EastAsian
ZWJ ; BA_EastAsian ; BA_EastAsian
ZWJ ; NS_EastAsian|CJ ; CJ
ZWJ ; H2 ; H2
ZWJ ; H3 ; H3
ZWJ ; EX_EastAsian ; CJ
ZWJ ; IN_EastAsian ; CJ
ZWJ ; PO_EastAsian ; PO_EastAsian
ZWJ ; CB ; CB
ZWJ ; AP ; AP
ZWJ ; GL_EastAsian ; GL_EastAsian
ZWJ ; RI ; RI
ZWJ ; EM ; ID_EastAsian
ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
ZWJ ; SAmMnmMc ; CM
ZWJ ; SA_Mn|SA_Mc ; CM
BAmEastAsian ZWJ ; eot ; eot
BAmEastAsian ZWJ ; CM ; BAmEastAsian
BAmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
BAmEastAsian ZWJ ; LF ; eot
BAmEastAsian ZWJ ; BK|NL ; eot
BAmEastAsian ZWJ ; CR ; CR
BAmEastAsian ZWJ ; SP ; SP
BAmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
BAmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
BAmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
BAmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
BAmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
BAmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
BAmEastAsian ZWJ ; CP ; CP
BAmEastAsian ZWJ ; IS ; IS
BAmEastAsian ZWJ ; HY ; CM HY
BAmEastAsian ZWJ ; SY ; SY
BAmEastAsian ZWJ ; NU ; NU
BAmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
BAmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
BAmEastAsian ZWJ ; QU_Pi ; QUmPimPf
BAmEastAsian ZWJ ; BB ; BB
BAmEastAsian ZWJ ; QU_Pf ; QUmPimPf
BAmEastAsian ZWJ ; HH ; BAmEastAsian
BAmEastAsian ZWJ ; HL ; HL
BAmEastAsian ZWJ ; JL ; JL
BAmEastAsian ZWJ ; JV ; JV
BAmEastAsian ZWJ ; JT ; JT
BAmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
BAmEastAsian ZWJ ; AK ; AK
BAmEastAsian ZWJ ; VI ; EXmEastAsian
BAmEastAsian ZWJ ; AS ; AK
BAmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
BAmEastAsian ZWJ ; VF ; EXmEastAsian
BAmEastAsian ZWJ ; ZW ; ZW
BAmEastAsian ZWJ ; ZWJ ; BAmEastAsian ZWJ
BAmEastAsian ZWJ ; B2 ; B2
BAmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
BAmEastAsian ZWJ ; WJ ; WJ
BAmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
BAmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
BAmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
BAmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
BAmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
BAmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
BAmEastAsian ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
BAmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
BAmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
BAmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
BAmEastAsian ZWJ ; H2 ; H2
BAmEastAsian ZWJ ; H3 ; H3
BAmEastAsian ZWJ ; EX_EastAsian ; CJ
BAmEastAsian ZWJ ; IN_EastAsian ; CJ
BAmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
BAmEastAsian ZWJ ; CB ; CB
BAmEastAsian ZWJ ; AP ; AP
BAmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
BAmEastAsian ZWJ ; RI ; RI
BAmEastAsian ZWJ ; EM ; ID_EastAsian
BAmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
BAmEastAsian ZWJ ; SAmMnmMc ; CM
BAmEastAsian ZWJ ; SA_Mn|SA_Mc ; BAmEastAsian
EXmEastAsian ZWJ ; eot ; eot
EXmEastAsian ZWJ ; CM ; EXmEastAsian
EXmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
EXmEastAsian ZWJ ; LF ; eot
EXmEastAsian ZWJ ; BK|NL ; eot
EXmEastAsian ZWJ ; CR ; CR
EXmEastAsian ZWJ ; SP ; SP
EXmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
EXmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
EXmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
EXmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
EXmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
EXmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
EXmEastAsian ZWJ ; CP ; CP
EXmEastAsian ZWJ ; IS ; IS
EXmEastAsian ZWJ ; HY ; CM HY
EXmEastAsian ZWJ ; SY ; SY
EXmEastAsian ZWJ ; NU ; NU
EXmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
EXmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
EXmEastAsian ZWJ ; QU_Pi ; QUmPimPf
EXmEastAsian ZWJ ; BB ; BB
EXmEastAsian ZWJ ; QU_Pf ; QUmPimPf
EXmEastAsian ZWJ ; HH ; BAmEastAsian
EXmEastAsian ZWJ ; HL ; HL
EXmEastAsian ZWJ ; JL ; JL
EXmEastAsian ZWJ ; JV ; JV
EXmEastAsian ZWJ ; JT ; JT
EXmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
EXmEastAsian ZWJ ; AK ; AK
EXmEastAsian ZWJ ; VI ; EXmEastAsian
EXmEastAsian ZWJ ; AS ; AK
EXmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
EXmEastAsian ZWJ ; VF ; EXmEastAsian
EXmEastAsian ZWJ ; ZW ; ZW
EXmEastAsian ZWJ ; ZWJ ; EXmEastAsian ZWJ
EXmEastAsian ZWJ ; B2 ; B2
EXmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
EXmEastAsian ZWJ ; WJ ; WJ
EXmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
EXmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
EXmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
EXmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
EXmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
EXmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
EXmEastAsian ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
EXmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
EXmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
EXmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
EXmEastAsian ZWJ ; H2 ; H2
EXmEastAsian ZWJ ; H3 ; H3
EXmEastAsian ZWJ ; EX_EastAsian ; CJ
EXmEastAsian ZWJ ; IN_EastAsian ; CJ
EXmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
EXmEastAsian ZWJ ; CB ; CB
EXmEastAsian ZWJ ; AP ; AP
EXmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
EXmEastAsian ZWJ ; RI ; RI
EXmEastAsian ZWJ ; EM ; ID_EastAsian
EXmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
EXmEastAsian ZWJ ; SAmMnmMc ; CM
EXmEastAsian ZWJ ; SA_Mn|SA_Mc ; EXmEastAsian
PRmEastAsian ZWJ ; eot ; eot
PRmEastAsian ZWJ ; CM ; PRmEastAsian
PRmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
PRmEastAsian ZWJ ; LF ; eot
PRmEastAsian ZWJ ; BK|NL ; eot
PRmEastAsian ZWJ ; CR ; CR
PRmEastAsian ZWJ ; SP ; SP
PRmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
PRmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
PRmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
PRmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
PRmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
PRmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
PRmEastAsian ZWJ ; CP ; CP
PRmEastAsian ZWJ ; IS ; IS
PRmEastAsian ZWJ ; HY ; CM HY
PRmEastAsian ZWJ ; SY ; SY
PRmEastAsian ZWJ ; NU ; NU
PRmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
PRmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
PRmEastAsian ZWJ ; QU_Pi ; QUmPimPf
PRmEastAsian ZWJ ; BB ; BB
PRmEastAsian ZWJ ; QU_Pf ; QUmPimPf
PRmEastAsian ZWJ ; HH ; BAmEastAsian
PRmEastAsian ZWJ ; HL ; HL
PRmEastAsian ZWJ ; JL ; JL
PRmEastAsian ZWJ ; JV ; JV
PRmEastAsian ZWJ ; JT ; JT
PRmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
PRmEastAsian ZWJ ; AK ; AK
PRmEastAsian ZWJ ; VI ; EXmEastAsian
PRmEastAsian ZWJ ; AS ; AK
PRmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
PRmEastAsian ZWJ ; VF ; EXmEastAsian
PRmEastAsian ZWJ ; ZW ; ZW
PRmEastAsian ZWJ ; ZWJ ; PRmEastAsian ZWJ
PRmEastAsian ZWJ ; B2 ; B2
PRmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
PRmEastAsian ZWJ ; WJ ; WJ
PRmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
PRmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
PRmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
PRmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
PRmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
PRmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
PRmEastAsian ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
PRmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
PRmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
PRmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
PRmEastAsian ZWJ ; H2 ; H2
PRmEastAsian ZWJ ; H3 ; H3
PRmEastAsian ZWJ ; EX_EastAsian ; CJ
PRmEastAsian ZWJ ; IN_EastAsian ; CJ
PRmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
PRmEastAsian ZWJ ; CB ; CB
PRmEastAsian ZWJ ; AP ; AP
PRmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
PRmEastAsian ZWJ ; RI ; RI
PRmEastAsian ZWJ ; EM ; ID_EastAsian
PRmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
PRmEastAsian ZWJ ; SAmMnmMc ; CM
PRmEastAsian ZWJ ; SA_Mn|SA_Mc ; PRmEastAsian
POmEastAsian ZWJ ; eot ; eot
POmEastAsian ZWJ ; CM ; POmEastAsian
POmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
POmEastAsian ZWJ ; LF ; eot
POmEastAsian ZWJ ; BK|NL ; eot
POmEastAsian ZWJ ; CR ; CR
POmEastAsian ZWJ ; SP ; SP
POmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
POmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
POmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
POmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
POmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
POmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
POmEastAsian ZWJ ; CP ; CP
POmEastAsian ZWJ ; IS ; IS
POmEastAsian ZWJ ; HY ; CM HY
POmEastAsian ZWJ ; SY ; SY
POmEastAsian ZWJ ; NU ; NU
POmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
POmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
POmEastAsian ZWJ ; QU_Pi ; QUmPimPf
POmEastAsian ZWJ ; BB ; BB
POmEastAsian ZWJ ; QU_Pf ; QUmPimPf
POmEastAsian ZWJ ; HH ; BAmEastAsian
POmEastAsian ZWJ ; HL ; HL
POmEastAsian ZWJ ; JL ; JL
POmEastAsian ZWJ ; JV ; JV
POmEastAsian ZWJ ; JT ; JT
POmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
POmEastAsian ZWJ ; AK ; AK
POmEastAsian ZWJ ; VI ; EXmEastAsian
POmEastAsian ZWJ ; AS ; AK
POmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
POmEastAsian ZWJ ; VF ; EXmEastAsian
POmEastAsian ZWJ ; ZW ; ZW
POmEastAsian ZWJ ; ZWJ ; POmEastAsian ZWJ
POmEastAsian ZWJ ; B2 ; B2
POmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
POmEastAsian ZWJ ; WJ ; WJ
POmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
POmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
POmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
POmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
POmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
POmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
POmEastAsian ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
POmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
POmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
POmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
POmEastAsian ZWJ ; H2 ; H2
POmEastAsian ZWJ ; H3 ; H3
POmEastAsian ZWJ ; EX_EastAsian ; CJ
POmEastAsian ZWJ ; IN_EastAsian ; CJ
POmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
POmEastAsian ZWJ ; CB ; CB
POmEastAsian ZWJ ; AP ; AP
POmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
POmEastAsian ZWJ ; RI ; RI
POmEastAsian ZWJ ; EM ; ID_EastAsian
POmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
POmEastAsian ZWJ ; SAmMnmMc ; CM
POmEastAsian ZWJ ; SA_Mn|SA_Mc ; POmEastAsian
IS ZWJ ; eot ; eot
IS ZWJ ; CM ; IS
IS ZWJ ; BAmEastAsian ; BAmEastAsian
IS ZWJ ; LF ; eot
IS ZWJ ; BK|NL ; eot
IS ZWJ ; CR ; CR
IS ZWJ ; SP ; SP
IS ZWJ ; EXmEastAsian ; EXmEastAsian
IS ZWJ ; QUmPimPf ; QUmPimPf
IS ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
IS ZWJ ; PRmEastAsian ; PRmEastAsian
IS ZWJ ; POmEastAsian ; POmEastAsian
IS ZWJ ; OPmEastAsian ; OPmEastAsian
IS ZWJ ; CP ; CP
IS ZWJ ; IS ; IS
IS ZWJ ; HY ; CM HY
IS ZWJ ; SY ; SY
IS ZWJ ; NU ; NU
IS ZWJ ; CLmEastAsian ; CLmEastAsian
IS ZWJ ; GLmEastAsian ; GLmEastAsian
IS ZWJ ; QU_Pi ; QUmPimPf
IS ZWJ ; BB ; BB
IS ZWJ ; QU_Pf ; QUmPimPf
IS ZWJ ; HH ; BAmEastAsian
IS ZWJ ; HL ; HL
IS ZWJ ; JL ; JL
IS ZWJ ; JV ; JV
IS ZWJ ; JT ; JT
IS ZWJ ; NSmEastAsian ; EXmEastAsian
IS ZWJ ; AK ; AK
IS ZWJ ; VI ; EXmEastAsian
IS ZWJ ; AS ; AK
IS ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
IS ZWJ ; VF ; EXmEastAsian
IS ZWJ ; ZW ; ZW
IS ZWJ ; ZWJ ; IS ZWJ
IS ZWJ ; B2 ; B2
IS ZWJ ; INmEastAsian ; EXmEastAsian
IS ZWJ ; WJ ; WJ
IS ZWJ ; PR_EastAsian ; PR_EastAsian
IS ZWJ ; ID_EastAsian ; ID_EastAsian
IS ZWJ ; OP_EastAsian ; OP_EastAsian
IS ZWJ ; CL_EastAsian ; CL_EastAsian
IS ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
IS ZWJ ; AL_DottedCircle ; AL_DottedCircle
IS ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
IS ZWJ ; EB_EastAsian ; EB_EastAsian
IS ZWJ ; BA_EastAsian ; BA_EastAsian
IS ZWJ ; NS_EastAsian|CJ ; CJ
IS ZWJ ; H2 ; H2
IS ZWJ ; H3 ; H3
IS ZWJ ; EX_EastAsian ; CJ
IS ZWJ ; IN_EastAsian ; CJ
IS ZWJ ; PO_EastAsian ; PO_EastAsian
IS ZWJ ; CB ; CB
IS ZWJ ; AP ; AP
IS ZWJ ; GL_EastAsian ; GL_EastAsian
IS ZWJ ; RI ; RI
IS ZWJ ; EM ; ID_EastAsian
IS ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
IS ZWJ ; SAmMnmMc ; CM
IS ZWJ ; SA_Mn|SA_Mc ; IS
CP ZWJ ; eot ; eot
CP ZWJ ; CM ; CP
CP ZWJ ; BAmEastAsian ; BAmEastAsian
CP ZWJ ; LF ; eot
CP ZWJ ; BK|NL ; eot
CP ZWJ ; CR ; CR
CP ZWJ ; SP ; CP SP
CP ZWJ ; EXmEastAsian ; EXmEastAsian
CP ZWJ ; QUmPimPf ; QUmPimPf
CP ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
CP ZWJ ; PRmEastAsian ; PRmEastAsian
CP ZWJ ; POmEastAsian ; POmEastAsian
CP ZWJ ; OPmEastAsian ; OPmEastAsian
CP ZWJ ; CP ; CP
CP ZWJ ; IS ; IS
CP ZWJ ; HY ; CM HY
CP ZWJ ; SY ; SY
CP ZWJ ; NU ; NU
CP ZWJ ; CLmEastAsian ; CLmEastAsian
CP ZWJ ; GLmEastAsian ; GLmEastAsian
CP ZWJ ; QU_Pi ; QUmPimPf
CP ZWJ ; BB ; BB
CP ZWJ ; QU_Pf ; QUmPimPf
CP ZWJ ; HH ; BAmEastAsian
CP ZWJ ; HL ; HL
CP ZWJ ; JL ; JL
CP ZWJ ; JV ; JV
CP ZWJ ; JT ; JT
CP ZWJ ; NSmEastAsian ; EXmEastAsian
CP ZWJ ; AK ; AK
CP ZWJ ; VI ; EXmEastAsian
CP ZWJ ; AS ; AK
CP ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
CP ZWJ ; VF ; EXmEastAsian
CP ZWJ ; ZW ; ZW
CP ZWJ ; ZWJ ; CP ZWJ
CP ZWJ ; B2 ; B2
CP ZWJ ; INmEastAsian ; EXmEastAsian
CP ZWJ ; WJ ; WJ
CP ZWJ ; PR_EastAsian ; PR_EastAsian
CP ZWJ ; ID_EastAsian ; ID_EastAsian
CP ZWJ ; OP_EastAsian ; OP_EastAsian
CP ZWJ ; CL_EastAsian ; CL_EastAsian
CP ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
CP ZWJ ; AL_DottedCircle ; AL_DottedCircle
CP ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
CP ZWJ ; EB_EastAsian ; EB_EastAsian
CP ZWJ ; BA_EastAsian ; BA_EastAsian
CP ZWJ ; NS_EastAsian|CJ ; CJ
CP ZWJ ; H2 ; H2
CP ZWJ ; H3 ; H3
CP ZWJ ; EX_EastAsian ; CJ
CP ZWJ ; IN_EastAsian ; CJ
CP ZWJ ; PO_EastAsian ; PO_EastAsian
CP ZWJ ; CB ; CB
CP ZWJ ; AP ; AP
CP ZWJ ; GL_EastAsian ; GL_EastAsian
CP ZWJ ; RI ; RI
CP ZWJ ; EM ; ID_EastAsian
CP ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
CP ZWJ ; SAmMnmMc ; CM
CP ZWJ ; SA_Mn|SA_Mc ; CP
HY ZWJ ; eot ; eot
HY ZWJ ; CM ; HY
HY ZWJ ; BAmEastAsian ; BAmEastAsian
HY ZWJ ; LF ; eot
HY ZWJ ; BK|NL ; eot
HY ZWJ ; CR ; CR
HY ZWJ ; SP ; SP
HY ZWJ ; EXmEastAsian ; EXmEastAsian
HY ZWJ ; QUmPimPf ; QUmPimPf
HY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
HY ZWJ ; PRmEastAsian ; PRmEastAsian
HY ZWJ ; POmEastAsian ; POmEastAsian
HY ZWJ ; OPmEastAsian ; OPmEastAsian
HY ZWJ ; CP ; CP
HY ZWJ ; IS ; IS
HY ZWJ ; HY ; CM HY
HY ZWJ ; SY ; SY
HY ZWJ ; NU ; NU
HY ZWJ ; CLmEastAsian ; CLmEastAsian
HY ZWJ ; GLmEastAsian ; GLmEastAsian
HY ZWJ ; QU_Pi ; QUmPimPf
HY ZWJ ; BB ; BB
HY ZWJ ; QU_Pf ; QUmPimPf
HY ZWJ ; HH ; BAmEastAsian
HY ZWJ ; HL ; HL
HY ZWJ ; JL ; JL
HY ZWJ ; JV ; JV
HY ZWJ ; JT ; JT
HY ZWJ ; NSmEastAsian ; EXmEastAsian
HY ZWJ ; AK ; AK
HY ZWJ ; VI ; EXmEastAsian
HY ZWJ ; AS ; AK
HY ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
HY ZWJ ; VF ; EXmEastAsian
HY ZWJ ; ZW ; ZW
HY ZWJ ; ZWJ ; HY ZWJ
HY ZWJ ; B2 ; B2
HY ZWJ ; INmEastAsian ; EXmEastAsian
HY ZWJ ; WJ ; WJ
HY ZWJ ; PR_EastAsian ; PR_EastAsian
HY ZWJ ; ID_EastAsian ; ID_EastAsian
HY ZWJ ; OP_EastAsian ; OP_EastAsian
HY ZWJ ; CL_EastAsian ; CL_EastAsian
HY ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
HY ZWJ ; AL_DottedCircle ; AL_DottedCircle
HY ZWJ ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
HY ZWJ ; EB_EastAsian ; EB_EastAsian
HY ZWJ ; BA_EastAsian ; BA_EastAsian
HY ZWJ ; NS_EastAsian|CJ ; CJ
HY ZWJ ; H2 ; H2
HY ZWJ ; H3 ; H3
HY ZWJ ; EX_EastAsian ; CJ
HY ZWJ ; IN_EastAsian ; CJ
HY ZWJ ; PO_EastAsian ; PO_EastAsian
HY ZWJ ; CB ; CB
HY ZWJ ; AP ; AP
HY ZWJ ; GL_EastAsian ; GL_EastAsian
HY ZWJ ; RI ; RI
HY ZWJ ; EM ; ID_EastAsian
HY ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
HY ZWJ ; SAmMnmMc ; CM
HY ZWJ ; SA_Mn|SA_Mc ; HY
SY ZWJ ; eot ; eot
SY ZWJ ; CM ; SY
SY ZWJ ; BAmEastAsian ; BAmEastAsian
SY ZWJ ; LF ; eot
SY ZWJ ; BK|NL ; eot
SY ZWJ ; CR ; CR
SY ZWJ ; SP ; SP
SY ZWJ ; EXmEastAsian ; EXmEastAsian
SY ZWJ ; QUmPimPf ; QUmPimPf
SY ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
SY ZWJ ; PRmEastAsian ; PRmEastAsian
SY ZWJ ; POmEastAsian ; POmEastAsian
SY ZWJ ; OPmEastAsian ; OPmEastAsian
SY ZWJ ; CP ; CP
SY ZWJ ; IS ; IS
SY ZWJ ; HY ; CM HY
SY ZWJ ; SY ; SY
SY ZWJ ; NU ; NU
SY ZWJ ; CLmEastAsian ; CLmEastAsian
SY ZWJ ; GLmEastAsian ; GLmEastAsian
SY ZWJ ; QU_Pi ; QUmPimPf
SY ZWJ ; BB ; BB
SY ZWJ ; QU_Pf ; QUmPimPf
SY ZWJ ; HH ; BAmEastAsian
SY ZWJ ; HL ; HL
SY ZWJ ; JL ; JL
SY ZWJ ; JV ; JV
SY ZWJ ; JT ; JT
SY ZWJ ; NSmEastAsian ; EXmEastAsian
SY ZWJ ; AK ; AK
SY ZWJ ; VI ; EXmEastAsian
SY ZWJ ; AS ; AK
